claim_approval_rate,claim_frequency,flag_rate,no_rejections,policy_tenure_norm,docs_complete,image_integrity,amount_reasonableness,proc_diag_consistency,network_hospital,timing_score,label
0.2484862147427889,0.837717250198991,0.9048717201329747,0.5677201760056596,0.5163677176654673,0.3,0.7213484907312678,0.4,0.5,1.0,0.3,0
0.18440158582619243,0.6212929887053377,0.5085069963370593,0.36732904929747207,0.462792741778267,1.0,0.8199950865874635,0.6,0.5,0.5,0.7,1
0.09463724299052811,0.636335125177677,0.2536849320779528,0.6939030757955947,0.37772921743902044,1.0,0.5081710018228295,0.85,0.3,0.5,0.7,1
0.28030531917151236,0.8677805674735594,0.30371065239511047,0.36745489490774463,0.2673570179668477,1.0,0.7775231607380391,0.4,0.5,1.0,0.3,0
0.7073040378574998,0.10575901846786068,0.06564646537441687,0.7544442407153202,0.774471277571534,1.0,0.821923118974432,0.85,1.0,1.0,0.7,3
0.4608540065585979,0.23635661924922868,0.15334142260361533,0.665184727303863,0.6145394023911406,1.0,0.9073709456036214,0.85,1.0,0.5,1.0,2
0.3098757750261931,0.7168811994044454,0.6436615169574422,0.1497792866765093,0.16524028732864454,0.3,0.5151423074518585,0.6,0.5,0.5,0.7,0
0.7341051527282411,0.39622538209758607,0.19065019998316746,0.9108847726351846,0.6709934350526212,0.3,0.6901428906357273,1.0,1.0,1.0,0.7,2
0.17188064670662972,0.8651238777618315,0.3564797097461092,0.4508944412943426,0.1920120937073027,0.3,0.44347355298955454,0.6,0.5,0.5,1.0,0
0.7916094149686671,0.4491017176969159,0.04154503008376618,0.8982589082654522,0.8416199735318849,0.3,0.9254749245411539,0.6,0.3,1.0,1.0,3
0.5000398713638651,0.5000894031990648,0.22544418342901,0.46773035021243914,0.24179276927778207,0.3,0.9626448215511232,0.85,1.0,0.5,0.3,1
0.3611203777595666,0.5658998601606646,0.30340087130948995,0.6989735517073838,0.5084481996021604,1.0,0.7060741725956241,0.6,0.3,0.5,0.3,1
0.5992540957596532,0.8814320576535527,0.6804838762170158,0.19896875274541329,0.4721250694397936,0.3,0.48941839783238034,0.4,0.3,0.5,0.3,0
0.8066125698164633,0.38179362975640646,0.009008702675570492,0.9271950455701997,0.7442408403336945,1.0,0.8267813401122307,0.85,1.0,1.0,1.0,3
0.9277560614285861,0.30192186967431983,0.004138779302324779,0.7859148029477833,0.9749396709596158,1.0,0.9858290106845284,0.6,1.0,1.0,1.0,3
0.6884213840044484,0.30244753086520165,0.08938359093094225,0.5632359137288602,0.5486325721703038,1.0,0.9654300326904844,1.0,0.5,1.0,1.0,2
0.573583089513694,0.34578955638464315,0.10354473720411458,0.520893786703152,0.4287358739825846,1.0,0.885652802600266,1.0,1.0,1.0,1.0,2
0.4214375484058656,0.7407217374058169,0.4312450516123749,0.60459788741828,0.2574264469240208,0.3,0.7634911930582213,0.4,0.3,0.5,1.0,1
0.8952452825283301,0.057530143448373365,0.0017338234646933485,0.9597179858773937,0.8381972260187351,1.0,0.9776775362554813,0.85,1.0,1.0,1.0,3
0.6669165448544941,0.6592816552674188,0.015284236340157652,0.8953256588846996,0.8221046301744199,1.0,0.764749531414552,0.6,1.0,1.0,0.3,2
0.9896834582784557,0.22445325514213788,0.025465298629558552,0.9778918066215349,0.7267366517948403,1.0,0.9173328518876637,1.0,0.5,1.0,1.0,3
0.873625372518753,0.644467031445017,0.04658846196773727,0.9593681653054422,0.45195466128518624,1.0,1.0,1.0,1.0,1.0,1.0,3
0.5073713862390119,0.5075782533053683,0.6074668559376383,0.06354965857010052,0.01616950929904303,1.0,0.7252990714216424,0.6,0.5,0.5,0.3,1
0.3286407180116838,0.23390340662601106,0.11225062467517026,0.8336770270828108,0.6071946420651483,1.0,0.8581956155045168,0.6,0.3,1.0,1.0,2
0.6724109944085125,0.45907708619087056,0.03306839128161836,0.995845444231344,0.66424164909466,1.0,0.9382737236321418,0.85,1.0,1.0,1.0,3
0.37296654292392617,0.5678145260232665,0.43035226242842983,0.5143993648712947,0.2773074416214865,0.3,0.6026066423711114,0.85,1.0,0.5,1.0,1
0.7291369593792943,0.40042151333855386,0.07655517995182666,0.9145570426552964,0.9147730254366779,1.0,0.9494503608463253,1.0,1.0,0.5,0.7,3
0.10744927564455518,0.8198002228195459,0.6134074655032495,0.055594575792177504,0.4001235947881744,1.0,0.4815471177109317,0.4,0.5,0.5,0.3,0
0.8421441415756088,0.49322865707066926,0.019659208081010158,0.9869761094389504,0.7957063197287466,1.0,0.9305804866397526,1.0,1.0,1.0,1.0,3
0.9030196930951337,0.26568884177250324,0.573369294005511,0.6280581666161498,0.5871317910720768,1.0,0.8609920071088611,1.0,0.5,0.5,1.0,2
0.6408762388627232,0.3021410865175428,0.014453566403796296,0.8701942329911219,0.769758230068371,1.0,0.8820432064209368,1.0,1.0,1.0,0.3,3
0.4413520937021487,0.6694785706368434,0.0013789713223958866,0.9869348910683142,0.582215037304946,1.0,0.8596312596825204,0.85,1.0,1.0,1.0,3
0.791601074741162,0.28693380093919557,0.04625751114821096,0.8698849125258565,0.5762702782656224,1.0,0.9801351265008724,0.85,1.0,1.0,1.0,3
0.9824868233005527,0.3361695155462458,0.01072312195529929,0.7525366927362076,0.6476020958350887,1.0,0.9327893769251462,0.6,1.0,1.0,1.0,3
0.47130217223981175,0.4441540569541567,0.3815377227551396,0.249675187871542,0.056802711924514554,0.3,0.7103586879746198,0.6,0.3,1.0,0.7,1
0.778729241342825,0.6302005740784766,0.07393003877096206,0.5965037534131624,0.6363845997828207,1.0,0.9388384767265935,0.85,0.5,1.0,1.0,2
0.08406930991339567,0.6223192249177852,0.4459653672600261,0.3935446982466083,0.25244865219124496,0.3,0.48061893178619663,0.4,1.0,0.5,0.3,1
0.8748304411033836,0.4379539289469704,0.0017088950352905404,0.9096808863310906,0.4510532131723084,1.0,0.9181829361268489,1.0,0.5,1.0,1.0,3
0.5199640677250464,0.4595577437288121,0.20341182793373572,0.6193760714530173,0.2163617018249228,0.3,0.6272832116611163,0.4,0.3,0.5,1.0,1
0.6362619359824635,0.25099560028656204,0.04104261891830622,0.8581668670988223,0.3470737296611156,1.0,0.8924450060916747,0.6,1.0,1.0,1.0,3
0.3188541299143959,0.7366022825342426,0.8396920782768235,0.5817850211209806,0.2739105718316432,1.0,0.6362697312462794,0.6,0.5,0.5,0.7,0
0.9211215677347784,0.19278922139423343,0.047809880506960126,0.9937236781412193,0.4026170136925449,1.0,0.9918555074803955,0.6,0.3,1.0,1.0,3
0.9289080556267095,0.5358784960473456,0.0031881710373511925,0.9617466484395011,0.6769597744272908,1.0,0.9906674373908438,0.6,1.0,0.5,1.0,3
0.6466405517696439,0.4331607909124683,0.007935419359069664,0.5272145165190772,0.7304592808952848,1.0,0.9732412220920043,1.0,1.0,1.0,1.0,3
0.22434105335923016,0.8684300502871847,0.26892681062325313,0.38659496948738054,0.18135447924514023,1.0,0.7505924258183273,0.6,1.0,0.5,0.7,1
0.4201316173962033,0.5592863748516678,0.017615373567297057,0.864878072583841,0.3080613942165508,1.0,0.5821573425478357,0.85,1.0,1.0,1.0,2
0.724883265444896,0.25695016486236677,0.017607347861241532,0.9978379183294812,0.20783866114892294,1.0,0.9291457365064353,0.85,1.0,1.0,1.0,3
0.8596612121323121,0.44178836076832234,0.015495627897318892,0.9574219114311414,0.584394990103465,1.0,0.8540572497489884,1.0,0.5,1.0,1.0,3
0.33813355597712896,0.6538452278087495,0.19644305640093085,0.39760280382323254,0.3258575836452501,0.3,0.5244419585924912,0.4,0.3,0.5,0.3,1
0.8788520147361911,0.4227326729057583,0.021574276983164817,0.9504426005873525,0.31996120131473,1.0,0.874257293238688,0.85,1.0,1.0,1.0,3
0.2105563721939216,0.8695334204722766,0.4788909950217704,0.20998495249766153,0.15023525734225748,0.3,0.3534447852231138,0.4,0.3,0.5,0.3,0
0.5821368196119914,0.6419593049251641,0.08721915195609557,0.7022838096814679,0.42164553751767514,1.0,0.9112159881279637,0.85,0.3,0.5,1.0,2
0.8900040935589659,0.3071879361471635,0.20890013207971223,0.8974714269967647,0.6766933233916755,1.0,0.9407868158980098,0.85,1.0,1.0,1.0,3
0.5863739085244951,0.317646013974067,0.006476720990129383,0.2753301308026727,0.06300657227534849,1.0,0.8178053308821627,0.6,1.0,0.5,0.7,2
0.777803676111569,0.14626320228088208,0.007747074780897462,0.9991915715598476,0.6719919432894838,1.0,0.914932863508248,0.85,1.0,1.0,0.3,3
0.6439889568277757,0.1279751408845456,0.055431846413977304,0.9714575936680695,0.6882370348073006,1.0,0.9922132281608547,1.0,0.3,1.0,1.0,3
0.666461687623918,0.3952710421704651,0.06815453229348188,0.9722704043823562,0.8426008647890739,1.0,0.9605353495106341,1.0,1.0,1.0,1.0,3
0.6134158202448436,0.28148799539709574,0.07301486278480765,0.7672609905529916,0.7682001932579121,1.0,0.8445344687965167,0.85,1.0,0.5,1.0,3
0.31838847561873024,0.3751782358137873,0.38049816403693937,0.3082532358844229,0.31010234976312145,1.0,0.6045514352674445,0.6,1.0,0.5,0.7,1
0.9064852350157928,0.18590621494498882,0.007761304065026347,0.9580990220124015,0.8504592198221348,1.0,0.9000669935613412,1.0,1.0,1.0,1.0,3
0.5343511471314849,0.7420079532182815,0.3936526442049027,0.2536481077947073,0.34897804979499936,0.3,0.807478793362425,0.4,0.3,0.5,1.0,1
0.3263028619754595,0.5493548098748746,0.4878304233143618,0.30696786855631775,0.048120526853175825,1.0,0.4359262357429749,1.0,1.0,0.5,0.7,0
0.6035522001978281,0.15362027119865337,0.1061577213084236,0.9420318340402355,0.9014228322116804,1.0,0.9413917000162294,1.0,0.5,0.5,0.7,3
0.18236113454162167,0.9111527779558921,0.48931601798487945,0.289060014259859,0.009135474264185239,0.3,0.3507963719007656,0.6,0.5,1.0,0.7,0
0.9028684020719643,0.25044802500973384,0.04836347904691935,0.6449488930325826,0.7825142393093444,1.0,0.9683237581942647,0.4,1.0,1.0,1.0,3
0.4988473317315661,0.5305439486946318,0.10068018868552346,0.7333182356924742,0.40305421849985756,1.0,0.8544223979632717,1.0,0.5,0.5,1.0,2
0.7902816843006673,0.04611728461661923,0.03583649732071458,0.9214079347678289,0.7910519944028974,1.0,0.9321027869634074,1.0,1.0,1.0,1.0,3
0.5686766639796336,0.050622870841951086,0.18884583917323822,0.8995069247730819,0.306156265510264,0.3,0.751605092171875,1.0,1.0,1.0,1.0,2
0.792408311223747,0.22277129059496725,0.04766065834460123,0.9714531184648404,0.7303229366831093,1.0,0.8601015203533222,0.6,0.5,1.0,1.0,3
0.8447304419662202,0.07743544748374534,0.01643431081735934,0.808293569956169,0.9700535789147059,1.0,0.9042537423462362,1.0,1.0,1.0,1.0,3
0.781427859419587,0.17507426427824735,0.046147035583563645,0.9748884102950142,0.6229700570066868,1.0,0.908571833164743,0.85,1.0,1.0,1.0,3
0.09503853894520221,0.6483333732563027,0.4639605883669974,0.10741987077506492,0.2855582242859074,1.0,0.44844379247241334,0.4,0.3,0.5,1.0,0
0.47888777299963314,0.6794179239608723,0.3963806949326666,0.44211610914043237,0.19544091150704923,1.0,0.8904657014978697,0.85,0.5,0.5,0.3,1
0.49778340331440335,0.8684719796153958,0.5000733795934079,0.37479405363614543,0.2719470867436076,0.3,0.7052889897983591,0.6,1.0,0.5,1.0,1
0.5062414134269205,0.6836924414920722,0.3391605138517564,0.48121870596114535,0.19611006601689976,0.3,0.6238013437010989,0.6,0.3,0.5,0.3,1
0.12922259095447905,0.8197143294807547,0.5728838454277325,0.21267765243159856,0.10200783726638983,0.3,0.4729572315708337,0.4,1.0,0.5,0.7,0
0.9242318059027944,0.45865791097175074,0.1285834277486158,0.8562202105845942,0.6246336320434572,1.0,0.8648683690743931,0.6,0.3,0.5,1.0,3
0.818438381412549,0.1174335045034793,0.035135069980939425,0.5343118131478506,0.6463266537885256,1.0,0.905841244691324,1.0,1.0,1.0,1.0,3
0.9098662610018038,0.18176524904181962,0.05297813838544819,0.9003081851110852,0.8172164679453539,1.0,0.9193273311080831,0.85,1.0,1.0,1.0,3
0.3477266776914557,0.8302284442212868,0.7451850224020586,0.2737576203823127,0.1287814470718439,0.3,0.4701855714989103,0.6,0.3,0.5,0.3,0
0.6405915093061333,0.4521949254923496,0.2325600411658708,0.4293599671729747,0.1301088521006944,0.3,0.7375239177315517,0.4,0.5,0.5,1.0,1
0.5579171363653396,0.3856489421729445,0.32329769156746313,0.5503240917961727,0.16496039041851765,1.0,0.6247096220601713,0.6,0.3,0.5,0.7,1
0.3947623278349872,0.6938430965654439,0.11231530432600764,0.7055499883911416,0.0981971416986721,0.3,0.834452193451196,0.6,0.3,0.5,0.3,1
0.9078535357700356,0.09345718699484368,0.03429491528963686,0.7090080238719078,0.8392041885120844,1.0,0.9283108197269068,0.85,1.0,1.0,1.0,3
0.5932555385274263,0.3059341660215038,0.28706578239261815,0.864404612119492,0.4770222765850706,0.3,0.8375453206444426,0.6,0.5,0.5,1.0,2
0.37422633852175324,0.5653939889165652,0.010595533096870868,0.8927392323365045,0.2744466550991867,0.3,0.8286945214987891,0.85,0.3,1.0,0.7,2
0.2245579263214066,0.6561137908982922,0.33737498973628943,0.4346790234417173,0.3451619827611197,0.3,0.7412787638542254,0.6,1.0,0.5,1.0,1
0.37910873833156084,0.6675589869375497,0.19184959106217758,0.11939974857656178,0.10893814787342766,1.0,0.725692473823772,0.6,1.0,0.5,1.0,1
0.7521476943011329,0.15603854078623605,0.09215789339567727,0.8963582583985881,0.8766142253149372,1.0,1.0,1.0,1.0,1.0,1.0,3
0.7936123825974541,0.48605315748057504,0.0854285854362262,0.979484181523102,0.7477872091459427,1.0,0.890407269456334,0.6,0.5,0.5,1.0,3
0.501248038359768,0.6517475258630507,0.3375410183507687,0.05266736474801866,0.555665537074956,0.3,0.7156137539316225,0.6,1.0,1.0,0.3,1
0.1444347651431757,0.8043030013128828,0.604810555706825,0.4137700507267788,0.05602169349541301,1.0,0.6071769343304663,0.4,0.3,0.5,0.7,0
0.833212095248206,0.26914484912897046,0.06142133263242985,0.9315519984222099,0.48619410175960065,1.0,0.8291819323843213,0.85,0.3,1.0,1.0,3
0.7809461914781015,0.475769582215523,0.04925664383957504,0.9155113752156835,0.8273484590770557,1.0,0.9466008153213783,0.85,1.0,0.5,1.0,2
0.456286197458492,0.42382078543016594,0.38527178522616345,0.5498762310721435,0.2094571898565131,1.0,0.7628221418442948,0.6,1.0,0.5,0.3,1
0.8459496916713602,0.3255337531683232,0.05431867349736408,0.6815906531805461,0.6796210334606038,1.0,0.789848027654658,0.85,1.0,0.5,1.0,2
0.687805165648943,0.5292876718031637,0.025661499979209267,0.9817423576658121,0.7741071429075025,1.0,1.0,0.6,1.0,1.0,1.0,3
0.2443160733428344,0.4047224692822477,0.4860472317552189,0.050472123683841054,0.46101024452400274,0.3,0.659898406494872,0.4,0.3,0.5,0.7,0
0.3485380279112452,0.13333198709020308,0.036026424670469674,0.8931746382954411,0.32376319902590606,1.0,0.9914988186040645,0.85,1.0,0.5,0.7,2
0.31508374477138246,0.7650216037263453,0.5503409092199361,0.18690543152160694,0.47900590817448274,1.0,0.8491587550445368,0.4,0.3,0.5,1.0,1
0.7523698566959226,0.3119287914683607,0.06074376256669623,0.9970428336198006,0.7069242023773961,1.0,0.9185292772524213,1.0,1.0,1.0,1.0,3
0.7761713515014796,0.4244694781895283,0.02073440254976559,0.9329159108488961,0.7517055590732293,1.0,0.9037778812881584,1.0,1.0,1.0,1.0,3
0.4102803270022859,0.5614111762838331,0.02447770989102155,0.8898775954134373,0.36321270247958465,1.0,0.8567545322764051,0.85,0.5,1.0,0.3,2
0.4511330331237996,0.3590630793775086,0.18924776905891585,0.3536185651035753,0.05089460590280673,0.3,0.7595666466590161,0.6,1.0,1.0,0.3,1
0.9095387164971532,0.36824606011604843,0.1436078656078779,0.7411514589496359,0.42195491603481206,1.0,1.0,0.85,1.0,0.5,1.0,2
0.3899009033111366,0.7431664244330924,0.5034839863155046,0.5693970948953294,0.15538922690634316,1.0,0.89759739562011,0.4,0.3,0.5,0.7,1
0.5770159234615583,0.7509290327054378,0.1705068774826315,0.5361388723450277,0.7934415577737989,1.0,0.7674678214764514,0.85,1.0,1.0,1.0,2
0.7426602481715403,0.10342715994138635,0.011605127589852873,0.9348921517828511,0.7998661846810031,1.0,0.9141318245134743,0.85,1.0,0.5,1.0,3
0.23918177551294398,0.3403556752897409,0.19785547913980908,0.5090378528591112,0.45545363954328416,1.0,0.8990222088246793,0.85,0.5,1.0,1.0,2
0.6634008100998067,0.15652155017504188,0.08950231916741952,0.9345349332861461,0.7933314548380352,1.0,0.8757486171012945,0.85,1.0,1.0,1.0,3
0.7466705884767506,0.2003570346697979,0.15404863744078387,0.7840643664757976,0.5296264005917911,1.0,0.9168203653554673,0.85,0.3,0.5,1.0,2
0.252363585278092,0.600961663643698,0.39418120710388355,0.2550046574953239,0.05568794051884381,0.3,0.3184668531087609,0.4,0.3,1.0,0.3,0
0.7944237337418442,0.4266195261329633,0.08339092972599581,0.8379290491121507,0.8221770908444614,1.0,0.8996510262340142,1.0,0.5,1.0,1.0,3
0.6103524682271404,0.35794542492207043,0.047580533337925286,0.9098975282934221,0.7055168589829163,1.0,0.7610850988368356,0.85,1.0,1.0,0.7,2
0.8894801499575864,0.09398212477111295,0.013461347529763029,0.9987269844870127,0.7475049877473751,1.0,0.9471715238712883,1.0,1.0,1.0,1.0,3
0.9346074790523787,0.08183426234519683,0.04693287833303198,0.7837780446822856,0.5503101180939655,1.0,0.9059558270446111,0.6,1.0,1.0,1.0,3
0.6357917160168358,0.3910597262950745,0.25780014758326125,0.5547282086630525,0.7025148525344789,0.3,0.8261833145147753,0.85,0.3,1.0,0.7,2
0.39474873435608687,0.23604862745231378,0.1859664583168205,0.31002491234028823,0.49842379809228715,1.0,0.5096419576626874,1.0,0.5,0.5,0.3,1
0.10462298081605802,0.6370802330391655,0.8219858772024368,0.08369195080646498,0.12358387003599715,0.3,0.4424305515742555,0.4,0.3,0.5,0.3,0
0.7581944325663306,0.6776598137940684,0.013632268588384832,0.9274039881542031,0.7212149331998157,1.0,0.9339620776966782,0.85,0.5,1.0,1.0,3
0.3945642559769643,0.5675961907754791,0.31258882772030305,0.314845987528308,0.17656074884331444,0.3,0.6452317477665286,0.4,0.3,1.0,0.7,1
0.9894917409899748,0.3072055232890398,0.06451441708489782,0.8629305512458291,0.7188184624155763,1.0,0.9675326853774129,0.85,1.0,1.0,1.0,3
0.16948358645215608,0.8392939398760186,0.8069274001364742,0.2955410390721679,0.06814082408122568,0.3,0.5784877460602008,0.4,0.5,0.5,0.3,0
0.7987762035177043,0.15826625212608664,0.06830480441477262,0.8923371802128094,0.8300865855172193,1.0,0.8465680284842354,0.85,1.0,1.0,1.0,3
0.42277713838184844,0.5648992480898907,0.3725246338750023,0.4042500292703363,0.25708622495720296,0.3,0.32787797740938934,1.0,0.5,1.0,0.3,1
0.25894103862612355,0.5244697876529122,0.11008489713219956,0.5347259036198975,0.3798211932205281,0.3,0.9450316186395268,0.6,0.3,0.5,1.0,1
0.5899427521687763,0.26092550992485075,0.02201659438795062,0.9640763481538134,0.34878033944875847,1.0,0.9219456603450731,0.85,1.0,1.0,1.0,3
0.14113961706767233,0.8079169608452624,0.34851190504390617,0.21734535717702,0.2993179738879646,1.0,0.7948291643167218,0.6,0.5,1.0,0.3,1
0.6770144984488394,0.8162094571942408,0.40854686967284887,0.3569409089833362,0.3936851654386776,1.0,0.5241800902049346,0.6,0.3,0.5,0.3,1
0.39938077219585977,0.23218694948875537,0.16153198048256448,0.5445591504527805,0.4325022657878396,1.0,0.7388274951821576,0.85,1.0,0.5,1.0,2
0.7375133370030316,0.07109868135000767,0.06987875487702494,0.8067304450904365,0.42422977838975384,1.0,0.8974772910943273,1.0,1.0,1.0,1.0,3
0.9260276635190509,0.20461549173132135,0.006251379901437886,0.9790642698233646,0.7895613900074571,1.0,0.9025515504431953,0.85,1.0,0.5,1.0,3
0.34590275072069643,0.767460408114006,0.07427588737519725,0.8212146171279404,0.4651502642827169,1.0,0.7181208663231301,1.0,1.0,0.5,0.3,2
0.7724657393041907,0.5324661677935514,0.08272381455025286,0.9183590282517702,0.5817473375007695,0.3,0.8783725891223473,0.4,1.0,1.0,1.0,2
0.7300560995309512,0.5539101944378997,0.13669486390471572,0.5539258777093716,0.4453726647594647,1.0,0.7518507721279557,0.6,0.5,1.0,0.7,2
0.8835286987107944,0.11214886929964663,0.03648765499650055,0.8348155765405186,0.804359405016058,1.0,0.9743091123552733,0.85,1.0,1.0,1.0,3
0.5090386966231061,0.32762885041146195,0.3539043867376203,0.5732791272726738,0.24371816009806918,1.0,0.7105958261858523,1.0,1.0,0.5,1.0,1
0.6490678721174027,0.027339458363629318,0.035480092224890035,0.7313580260941057,0.46873013307497224,1.0,0.5745834866911078,0.85,1.0,1.0,1.0,2
0.4087651678022673,0.6798387129922938,0.5392849960757519,0.41505704454456144,0.30492113260340425,1.0,0.5516290432404699,1.0,0.5,0.5,0.7,1
0.5518996180842486,0.7255526543858931,0.1818421799908655,0.6603790671560982,0.7699005989904312,1.0,0.962166455032046,0.85,1.0,1.0,1.0,2
0.8190466664314154,0.5944142554079638,0.0022176157549969044,0.9516819160320272,0.8876283596935135,1.0,0.9050367648057372,0.85,1.0,0.5,1.0,3
0.6429866269301123,0.25554386065934565,0.07619615925750013,0.9308162457091022,0.7000788850571847,0.3,0.7140750787912187,0.6,0.5,0.5,1.0,2
0.5977222268560269,0.7119751640695292,0.09713370275351942,0.5864253161053019,0.25271528560062684,0.3,0.8971623565492681,0.85,1.0,0.5,0.7,2
0.691497072925611,0.17510191851325563,0.0018508608428071203,0.9917620993208275,0.4539124322470172,1.0,0.9171522729393236,1.0,1.0,1.0,1.0,3
0.8872764875858661,0.4583729898311881,0.09641001709147393,0.7230725348819806,0.641181161663277,1.0,0.6564282333369004,0.85,0.5,1.0,1.0,2
0.4227515526574939,0.5672269525226845,0.7261301458165231,0.6353528399542386,0.09670418013266154,1.0,0.6974685138021659,0.4,0.5,1.0,0.7,1
0.8251137773570993,0.2714474506539819,0.07928106185231269,0.9471659277069282,0.34761811927436803,1.0,0.9853816353757308,0.85,0.5,1.0,1.0,3
0.8908469888601007,0.23540238404791955,0.08598104581373098,0.9662652859312048,0.7206027367669474,1.0,0.8826379681405011,0.85,1.0,1.0,1.0,3
0.7171903900592337,0.20299033324249266,0.022652798364677477,0.9184581297830322,0.855312849182748,1.0,0.8332511958977284,0.85,1.0,0.5,1.0,3
0.25225435841149313,0.8803432955959468,0.4491341664252422,0.3503046904416702,0.2959796426286362,0.3,0.5349236443305828,0.85,0.5,1.0,0.7,0
0.26106158886121034,0.5497475259662487,0.740847288656445,0.05194038365344188,0.3101675123914419,0.3,0.6832300292469509,0.4,0.3,0.5,0.7,0
0.4207531420969682,0.5623546484750148,0.36560259040979054,0.7649329856803784,0.2769803927494919,1.0,0.6414223991781481,0.85,0.3,0.5,1.0,1
0.8734819946594852,0.6201676768898263,0.06356946383619747,0.941134069314164,0.5391984473531568,1.0,0.8810988847608816,0.85,1.0,1.0,1.0,3
0.9141565427875528,0.5424251136869285,0.03525653229232243,0.9547001204921978,0.9122597323559918,1.0,0.9328889539996796,0.6,1.0,1.0,0.3,3
0.2800039946658177,0.331875876236102,0.6887733889629266,0.15659979038050076,0.09524178379589296,0.3,0.6929981737649951,0.4,0.5,0.5,0.7,0
0.5120337284114407,0.6397963766466885,0.30164369061834256,0.5623572003787204,0.3030138533742537,1.0,0.7379473036885837,0.4,1.0,0.5,0.7,1
0.2587023928770671,0.5207835597112166,0.2523555493595722,0.20153309017217738,0.17814520296298958,1.0,0.5740254760995759,0.4,1.0,1.0,0.7,1
0.8111065454800241,0.2503851879368407,0.1953989640228646,0.5441975004450951,0.3826830219167969,1.0,0.9014625630030041,1.0,1.0,1.0,1.0,3
0.8502038583070074,0.24589295350587517,0.03820516166056243,0.8846841562370882,0.7225642363399541,1.0,0.846951169632243,0.85,1.0,0.5,1.0,3
0.6562752372639858,0.2212015169082972,0.010107761196233514,0.8468425277349055,0.7630242813116488,1.0,0.9697708786203398,1.0,1.0,1.0,1.0,3
0.07423888748893336,0.8012978801488777,0.4168955886479845,0.4366805593564449,0.005602112092774255,0.3,0.7826954824495005,0.6,0.3,0.5,0.7,0
0.8312362053448709,0.30653077167572396,0.2555662814671003,0.576120584752388,0.7106076333692147,1.0,0.734989242228968,0.85,0.5,1.0,0.7,2
0.6864513838127667,0.8129158528499815,0.13164533884726845,0.8966501476660951,0.6080765147791369,1.0,0.7068778360908952,0.4,1.0,1.0,1.0,2
0.6176949808463074,0.4978272918621111,0.6498865699087535,0.4189439645794625,0.4169025108700389,0.3,0.8095189570988839,0.85,1.0,1.0,0.3,1
0.8603723793151377,0.2863172643429974,0.04896858988191864,0.8788925350057601,0.6387488301872662,1.0,0.8836199628852034,0.6,1.0,1.0,0.3,3
0.6279377996952094,0.6688974647268465,0.35496878446063224,0.6806315828668589,0.38175594705033733,1.0,0.8821332898885678,0.6,0.3,1.0,1.0,2
